MTS,OPEN,CLOSE,HIGH,LOW,VOLUME
2018-12-15 01:49:00,3257.8,3257.8,3257.9,3257.8,4.14986361
2018-12-15 01:50:00,3257.8,3257.9,3257.9,3256,8.97346573
2018-12-15 01:51:00,3257.5,3257.2,3257.9,3257,1.8643831
2018-12-15 01:52:00,3257.2,3254.5,3257.2,3254.5,1.01964885
2018-12-15 01:53:00,3254.6,3256.5,3256.7,3254.6,1.91351666
2018-12-15 01:54:00,3256.5,3255.7,3258,3255.4,4.97082807
2018-12-15 01:55:00,3256.1,3255.5,3256.1,3255.5,0.6681545
2018-12-15 01:56:00,3255.4,3255.4,3255.4,3255.3,2.51287947
2018-12-15 01:57:00,3255.3,3255.3,3255.4,3255.3,19.39595366
2018-12-15 01:58:00,3255.3144558,3250.9,3255.3144558,3250,73.51190996
2018-12-15 01:59:00,3250.5,3250.9,3250.9,3250.5,3.79158394
2018-12-15 02:00:00,3250.8,3253,3253,3250.8,12.91658005
2018-12-15 02:01:00,3253,3256.7,3256.8,3253,27.47474523
2018-12-15 02:02:00,3256.7,3257.6,3258,3256,17.331244
2018-12-15 02:03:00,3257.6,3257.7,3258,3257.6,3.28737953
2018-12-15 02:04:00,3257.7,3255.1,3257.782807,3255.1,1.47006895
2018-12-15 02:05:00,3255.2,3250.3,3255.2,3250,23.9930091
2018-12-15 02:06:00,3252.3,3251.8,3252.3,3251.6,0.12257684
2018-12-15 02:07:00,3250.4,3250.5,3250.6422196,3250.3,1.63737925
2018-12-15 02:08:00,3250.8,3250.8,3250.8,3250.8,0.01
2018-12-15 02:09:00,3251,3244,3251,3244,302.26333723
2018-12-15 02:10:00,3244,3230,3245.6,3227.9,530.52445989
2018-12-15 02:11:00,3229.98366096,3242.7,3243.2,3229.98366096,171.65750686
2018-12-15 02:12:00,3241.3,3238.7,3241.3,3238.6,17.22598633
2018-12-15 02:13:00,3238.6,3234,3238.6,3226.1,95.83308355
2018-12-15 02:14:00,3234,3234,3235.1,3233.9,4.5061108
2018-12-15 02:15:00,3234,3228.3,3234,3216.2,596.42785429
2018-12-15 02:16:00,3228.3,3246.1,3246.6,3228.2,76.97098729
2018-12-15 02:17:00,3246.1,3240.6,3246.1,3236.8,62.5136173
2018-12-15 02:18:00,3241.7,3241.3859026,3242.4,3240,10.67126571
2018-12-15 02:19:00,3241.5622134,3238.8,3241.5622134,3238.5649298,14.3737062
2018-12-15 02:20:00,3239,3240.5,3240.6,3239,13.61746259
2018-12-15 02:21:00,3240.6,3243,3243,3240.5,5.1647008
2018-12-15 02:22:00,3242.4,3239.9,3242.4,3239.8872608,3.84310767
2018-12-15 02:23:00,3239.8872608,3241.1,3241.1,3239.8872608,2.45823219
2018-12-15 02:24:00,3240.0635716,3242.9,3243,3239.8,109.13621726
2018-12-15 02:25:00,3242.9,3247.1,3247.1,3242.8,52.62778698
2018-12-15 02:26:00,3247.1,3248.1,3251.01926884,3245.2,37.06811455
2018-12-15 02:27:00,3248.5,3245.2,3251,3245.2,0.33006181
2018-12-15 02:28:00,3245.2,3246,3247.8,3245,1.64201586
2018-12-15 02:29:00,3247.1,3248.5,3249.9,3246.9,2.211
2018-12-15 02:30:00,3248.6,3249,3250,3248.6,2.61928617
2018-12-15 02:31:00,3249.1,3242.8,3249.1,3241.6,33.89338434
2018-12-15 02:32:00,3243.7,3243.4,3243.7,3243.4,0.128072
2018-12-15 02:33:00,3243.5,3245.4,3245.4,3243.5,1.52479612
2018-12-15 02:34:00,3245.3,3244.6,3245.4,3244.6,6.07359995
2018-12-15 02:35:00,3245.3,3245.3,3245.4,3245.3,1.84109278
2018-12-15 02:36:00,3245.3,3245.61753037,3245.61753037,3245.3,0.87184461
2018-12-15 02:37:00,3244.9,3243.3,3245.000274,3243.3,10.54323331
2018-12-15 02:38:00,3243.3253214,3238.3,3243.3253214,3237.9,123.44476778
2018-12-15 02:39:00,3240.6,3242.8,3246,3240.2,46.48808586
2018-12-15 02:40:00,3242.1,3238,3242.3,3238,16.92569853
2018-12-15 02:41:00,3238,3238,3238,3237.9,25.29687249
2018-12-15 02:42:00,3238,3242.08479022,3242.08479022,3237.90028758,27.16282919
2018-12-15 02:43:00,3242.08479022,3243.7,3245.2,3242.08479022,1.33643816
2018-12-15 02:44:00,3243.3,3243.2,3243.7,3243.2,10.10358796
2018-12-15 02:45:00,3243.3,3242,3243.5,3242,2.63530673
2018-12-15 02:46:00,3242.9,3242.6,3243.5,3242.19788174,1.04685991
2018-12-15 02:47:00,3242.7,3242.5,3242.7,3242.5,1.10905075
2018-12-15 02:48:00,3242.53716889,3240.7,3242.53716889,3240.04908623,5.34681972
2018-12-15 02:49:00,3240.72765423,3240,3240.8,3240,1.30293984
2018-12-15 02:50:00,3240.1,3240,3240.1,3240,2.73138629
2018-12-15 02:51:00,3240,3240.3,3240.8,3240,0.65270021
2018-12-15 02:52:00,3240.4161932,3240.8,3240.8,3240.4161932,0.3780611
2018-12-15 02:53:00,3240.7,3240.7,3240.8,3240.7,10.03883
2018-12-15 02:54:00,3240.8,3241.2,3241.2,3240.8,0.66934139
2018-12-15 02:55:00,3241.1,3241.18003289,3241.18003289,3241.1,0.05384089
2018-12-15 02:56:00,3241.1,3245.1,3246.7,3241.1,7.35852277
2018-12-15 02:57:00,3245,3245,3245.1,3245,9.28156124
2018-12-15 02:58:00,3245,3245,3245.1,3245,1.16881773
2018-12-15 02:59:00,3245.1,3245,3246.9,3245,10.15339818
2018-12-15 03:00:00,3245,3245.1,3245.1,3245,6.74518501
2018-12-15 03:01:00,3245.1,3249,3249,3245,68.31926897
2018-12-15 03:02:00,3246,3243,3249,3243,60.49603657
2018-12-15 03:03:00,3245.25144087,3247.7,3249,3243.3,67.8436664
2018-12-15 03:04:00,3246.6,3246.6,3248.9,3246.4,3.11874148
2018-12-15 03:05:00,3246.5,3246.3,3248.5,3246.3,1.16821919
2018-12-15 03:06:00,3246.1,3247.5,3249.8,3246.1,1.38698288
2018-12-15 03:07:00,3247.8,3249.6,3251,3247.8,7.46388924
2018-12-15 03:08:00,3249.5,3255,3255,3249.5,31.18834016
2018-12-15 03:09:00,3254.9,3257.9,3263.4,3250.6,67.30582614
2018-12-15 03:10:00,3257.6,3257.9,3259.7,3257.4,17.51025191
2018-12-15 03:11:00,3257.8,3288,3315.6,3256.6,819.02368427
2018-12-15 03:12:00,3287.9,3275.5,3289.2,3275.5,161.79395668
2018-12-15 03:13:00,3275.5901978,3262.5,3275.5901978,3256.5,76.36766972
2018-12-15 03:14:00,3262.5,3264.7,3268.2732996,3262.4,20.63766077
2018-12-15 03:15:00,3264.7,3264,3264.8,3261.3,23.61194306
2018-12-15 03:16:00,3262.1,3261.9,3265.1,3261.2,26.1187741
2018-12-15 03:17:00,3261.6,3261.9,3261.9,3261,10.96403622
2018-12-15 03:18:00,3261.9,3261,3261.9,3261,85.97551714
2018-12-15 03:19:00,3261,3261.1,3261.1,3261,1.03064338
2018-12-15 03:20:00,3261.1,3261,3261.1,3261,27.14554
2018-12-15 03:21:00,3261.0445568,3261.1,3261.1,3261,0.30734142
2018-12-15 03:22:00,3261.0445568,3261,3261.0445568,3261,0.4581932
2018-12-15 03:23:00,3261.0445568,3262.7,3263.1,3261,123.13418113
2018-12-15 03:24:00,3263.00730343,3263.6,3273.6,3261.5,40.10130005
2018-12-15 03:25:00,3265,3264.8,3265.2,3263.1,1.76648847
2018-12-15 03:26:00,3264,3263.1,3264,3263.1,1.96652301
2018-12-15 03:27:00,3263.1,3262,3263.2,3262,5.8584405
2018-12-15 03:28:00,3262.5431986,3262.7,3264.5,3262.5,3.68817638
2018-12-15 03:29:00,3263,3261,3263.7,3261,8.64029259
2018-12-15 03:30:00,3261,3261.1,3261.1,3261,0.71971418
2018-12-15 03:31:00,3261,3268.1,3276.5,3261,27.82488904
2018-12-15 03:32:00,3267.5,3267.5,3267.87037407,3267.3,7.15248829
2018-12-15 03:33:00,3267.6,3269.7,3270,3267.6,1.18957998
2018-12-15 03:34:00,3269.7,3269.2,3269.7,3269.1,0.45312378
2018-12-15 03:35:00,3269.2,3267.5,3269.3,3267.5,6.36430088
2018-12-15 03:36:00,3267.4,3267.5,3267.5,3267.4,0.24740186
2018-12-15 03:37:00,3267.5,3267,3268.32275273,3267,9.10789984
2018-12-15 03:38:00,3267.1,3268.1,3272.7,3267.039124,50.02492755
2018-12-15 03:39:00,3267,3268.8,3268.8,3262.9,21.5021
2018-12-15 03:40:00,3268.5,3266.8,3268.6,3265.9,42.51128621
2018-12-15 03:41:00,3266.9,3266.1,3266.9,3265.9,30.19885197
2018-12-15 03:42:00,3266.1,3266.1,3267.3,3266.1,0.55306632
2018-12-15 03:43:00,3267.3,3266.5,3267.3,3266.1,0.9244907
2018-12-15 03:44:00,3267,3267.5,3267.9,3267,0.13884514
2018-12-15 03:45:00,3267.30490074,3271.9,3276.1,3267.30490074,40.76061255
2018-12-15 03:46:00,3272.8,3275.4,3277.8,3272.6,15.01390575
2018-12-15 03:47:00,3275.6,3267.6,3275.6,3267.6,16.84257698
2018-12-15 03:48:00,3268.88822606,3267.5,3269.8,3267.1,2.70603343
2018-12-15 03:49:00,3267.5,3265.8,3267.64418474,3260.6,24.70712585
2018-12-15 03:50:00,3263.9,3264.9,3265,3260.8,29.96734542
2018-12-15 03:51:00,3262.5,3265.3,3265.3,3262.5,0.91262249
2018-12-15 03:52:00,3265.3,3266.9509686,3266.96561674,3265.3,2.15125532
2018-12-15 03:53:00,3267.1,3268.4,3270.5,3267.1,1.30158142
2018-12-15 03:54:00,3268.6,3268.6,3268.66203673,3268.6,0.906305
2018-12-15 03:55:00,3268.66203673,3268.6,3268.66203673,3265.3,12.60450983
2018-12-15 03:56:00,3268.6,3264.1,3268.66203356,3264.1,294.86594196
2018-12-15 03:57:00,3264.4,3262.2,3264.9,3261.3,13.63209926
2018-12-15 03:58:00,3262.3,3263.5,3263.57277676,3262.3,1.40958021
2018-12-15 03:59:00,3263.1203981,3263.2,3263.2,3263.1203981,1.43095262
2018-12-15 04:00:00,3263.6,3260,3263.6,3259.5,12.92432389
2018-12-15 04:01:00,3260,3260,3260,3259.9,1.15833279
2018-12-15 04:02:00,3260,3259.9,3260,3259.9,11.4943696
2018-12-15 04:03:00,3260,3262.8,3262.8,3259.986692,1.59279118
2018-12-15 04:04:00,3263.2,3265.2,3265.2,3263.2,8.87099637
2018-12-15 04:05:00,3265.2,3265.15610209,3265.2,3265.15610209,19.85091928
2018-12-15 04:06:00,3265.15610209,3265,3265.2,3264.9,5.08643379
2018-12-15 04:07:00,3265,3265.1,3265.1,3265,0.75927264
2018-12-15 04:08:00,3265.1,3265.2,3265.2,3265.1,2.84481831
2018-12-15 04:09:00,3265.2,3265.2,3265.2,3265.1,1.14433611
2018-12-15 04:10:00,3265.2,3265.2,3265.2,3265.1,0.06230601
2018-12-15 04:11:00,3265.2,3265.2,3265.2,3265.15610209,2.67399338
2018-12-15 04:12:00,3265.2,3267.4,3267.4,3265.2,11.23870176
2018-12-15 04:13:00,3267.4,3268.7,3268.7,3267.30490074,2.96363851
2018-12-15 04:14:00,3269.5,3269.5,3269.5,3269.5,0.005
2018-12-15 04:15:00,3269.4193198,3269.4,3269.5,3269.4,0.3984622
2018-12-15 04:16:00,3269.4,3269.5,3269.5,3269.4,3.67124595
2018-12-15 04:17:00,3269.5,3269.4,3269.5,3269.4,0.535
2018-12-15 04:18:00,3269.5,3269.4,3269.5,3269.4,13.31256741
2018-12-15 04:19:00,3269.4,3269.4,3269.5,3269.4,10.89608167
2018-12-15 04:20:00,3269.4,3269.5,3269.5,3269.4,1.40917661
2018-12-15 04:21:00,3269.5,3269.4,3269.5,3269.4,4.68182365
2018-12-15 04:22:00,3269.4,3269.4193198,3269.4193198,3269.4,7.67318505
2018-12-15 04:23:00,3269.4193198,3260,3269.45369939,3259.1,18.33145792
2018-12-15 04:24:00,3259,3259,3259,3259,2.07125311
2018-12-15 04:25:00,3259.1,3259,3259.1,3259,0.30318761
2018-12-15 04:26:00,3259.1,3259.1,3259.1,3259,2.0947511
2018-12-15 04:27:00,3259,3258.6,3259,3256.7,3.44334887
2018-12-15 04:28:00,3258.6,3263.6,3268.4,3258.5,27.37326703
2018-12-15 04:29:00,3263.7,3263.7,3263.7,3263.7,0.9733
2018-12-15 04:30:00,3261.4,3259,3261.4,3259,1.345
2018-12-15 04:31:00,3258.9,3258.5,3258.9,3258.5,1.55534673
2018-12-15 04:32:00,3258.5,3256.2,3258.5,3256.2,1.28289918
2018-12-15 04:33:00,3256.22162347,3256.2,3256.3,3256.2,0.71739999
2018-12-15 04:34:00,3256.2,3256.2,3256.2,3256.2,0.73620798
2018-12-15 04:35:00,3256.22162347,3256.2,3256.22162347,3256.2,4.05666925
2018-12-15 04:36:00,3256.2,3256.3,3256.3,3256.2,0.35569826
2018-12-15 04:37:00,3256.2,3256.2,3256.22162347,3256.2,0.14433028
2018-12-15 04:38:00,3256.22162347,3256.2,3256.3,3256.2,0.167
2018-12-15 04:39:00,3256.2,3256.2,3256.2,3256.2,0.80344756
2018-12-15 04:40:00,3256.2,3258.1,3258.1,3256.2,3.92696969
2018-12-15 04:41:00,3258.93589546,3259,3259,3258.93589546,0.09936903
2018-12-15 04:42:00,3258.1,3258.1,3258.1,3258,0.1006
2018-12-15 04:43:00,3258.1,3258.1,3258.1,3258,0.54322701
2018-12-15 04:44:00,3258,3255.0499896,3258,3255,3.88419602
2018-12-15 04:45:00,3255,3250.1,3255,3250.1,2.79056555
2018-12-15 04:46:00,3250,3250.1,3250.1,3250,1.00806052
2018-12-15 04:47:00,3250.1,3255.7,3257,3250.1,1.21360978
2018-12-15 04:48:00,3255.6,3256.8,3257.7,3255.4,1.81703636
2018-12-15 04:49:00,3256.10852881,3255.9,3256.5,3255.9,1.29391777
2018-12-15 04:50:00,3255.9,3256,3256,3255.9,0.31789297
2018-12-15 04:51:00,3255.9,3255.5,3255.99543414,3255.5,9.63585639
2018-12-15 04:52:00,3254.9,3254.9,3254.9,3254.8,0.733133
2018-12-15 04:53:00,3254.3,3254.6,3254.6,3254.3,0.66399999
2018-12-15 04:54:00,3254,3254.6,3254.6,3254,0.50290487
2018-12-15 04:55:00,3254,3254,3254,3254,0.40354848
2018-12-15 04:56:00,3254.1,3253,3254.1,3253,1.27610349
2018-12-15 04:57:00,3253,3253.05497282,3253.05497282,3253,0.041
2018-12-15 04:58:00,3253.05497282,3253.2,3253.6,3253,0.66610422
2018-12-15 05:00:00,3253.6,3253.6,3253.7,3253.6,0.42200121
2018-12-15 05:01:00,3253.6,3253.6,3253.6,3253.6,0.015
2018-12-15 05:02:00,3253.6,3254.1,3254.1,3253.6,2.09819408
2018-12-15 05:03:00,3254.1,3257,3257,3254,18.51584031
2018-12-15 05:04:00,3255.5,3261.8,3261.8,3255.5,5.4430098
2018-12-15 05:05:00,3261.5,3262.3,3263.6,3261.5,3.18153989
2018-12-15 05:06:00,3262.2,3262.2,3262.21564077,3262.2,1.12333642
2018-12-15 05:07:00,3262.3,3262.3,3262.3,3262.3,6.32180573
2018-12-15 05:08:00,3262.3,3262.2,3262.3,3262.2,5.49930236
2018-12-15 05:09:00,3262.2,3256.7,3262.2,3256.7,105.81324414
2018-12-15 05:10:00,3256.7870968,3256.7870968,3256.7870968,3256.7870968,0.035
2018-12-15 05:11:00,3256.7,3256.7,3256.8,3256.7,1.92373831
2018-12-15 05:12:00,3256,3256,3256,3256,0.19456
2018-12-15 05:13:00,3256.1,3256,3256.1,3256,0.88261571
2018-12-15 05:14:00,3256.1,3256,3256.1,3256,0.54867827
2018-12-15 05:15:00,3256.1,3256.10852881,3256.10852881,3256,1.83560903
2018-12-15 05:16:00,3256.1,3256.10852564,3256.10852564,3256.1,0.04711286
2018-12-15 05:17:00,3256.1,3256.1,3256.10852564,3256,1.90075027
2018-12-15 05:18:00,3256.10852564,3256.1,3256.5,3256.1,1.3615601
2018-12-15 05:19:00,3256.1,3256.2,3256.2,3256.1,0.42892035
2018-12-15 05:20:00,3256.1,3255,3256.1,3255,1.66872111
2018-12-15 05:21:00,3255,3250.4,3255,3250,8.15398088
2018-12-15 05:22:00,3250.4,3242.3,3250.4,3235,77.01167967
2018-12-15 05:23:00,3241.8,3241.2,3244,3241.2,6.91527525
2018-12-15 05:24:00,3241.2,3237.6,3241.2,3235,24.08804405
2018-12-15 05:25:00,3237.6,3237,3237.6,3235,6.03211836
2018-12-15 05:26:00,3236.9,3239,3239,3236.9,2.46095224
2018-12-15 05:27:00,3238.9,3239,3239,3238,22.69503453
2018-12-15 05:28:00,3238.9,3239.5,3240,3238.9,4.04498715
2018-12-15 05:29:00,3239.5,3240,3240,3239.5,0.09089456
2018-12-15 05:30:00,3239.9,3240,3240,3239.9,2.93165
2018-12-15 05:31:00,3240,3240,3240,3239.9,2.86084221
2018-12-15 05:32:00,3239.9,3240,3240,3239.9,0.43138072
2018-12-15 05:33:00,3240,3239.9,3240,3239.9,1.90671757
2018-12-15 05:34:00,3239.9,3239.5,3240,3239.5,9.67258831
2018-12-15 05:35:00,3239.5,3237,3239.59670757,3237,6.25894648
2018-12-15 05:36:00,3236.8,3238.7,3238.7,3236.8,0.62829077
2018-12-15 05:37:00,3239.4836129,3240.4,3240.4,3239.4836129,3.113877
2018-12-15 05:38:00,3240.4,3240.4,3240.4,3239,1.44993993
2018-12-15 05:39:00,3239.70980224,3239.4836129,3240.1,3239.2,0.7003395
2018-12-15 05:40:00,3240.38837023,3240.4,3240.4,3240.3,1.5376889
2018-12-15 05:41:00,3241,3243.6,3243.8,3241,7.40427528
2018-12-15 05:42:00,3243.6,3242.7,3243.7,3242.1,2.3783345
2018-12-15 05:43:00,3243.6,3243.7,3243.7,3243,2.18342286
2018-12-15 05:44:00,3243,3241,3243.7,3241,6.55357321
2018-12-15 05:45:00,3241.4,3244.5,3245.4,3241.2,2.22325799
2018-12-15 05:46:00,3244,3242.5,3244,3242.5,0.37121578
2018-12-15 05:47:00,3242.6,3242,3243.1,3242,0.82279713
2018-12-15 05:48:00,3242.08479022,3239.6,3242.1,3239.6,5.22483255
2018-12-15 05:49:00,3239.6,3238.5,3239.6,3237,2.02658163
2018-12-15 05:51:00,3238.4,3235.2,3238.4,3235.2,2.14667124
2018-12-15 05:52:00,3235.2,3233.9,3235.2,3229.6,41.81367947
2018-12-15 05:53:00,3234.3,3239.3,3242.9,3234.2,54.44560785
2018-12-15 05:54:00,3239,3241.1,3244.34668354,3236.99553025,30.84773106
2018-12-15 05:55:00,3241.2,3240.2,3241.4,3240,7.26800953
2018-12-15 05:56:00,3240,3240.1,3240.4,3240,2.0338142
2018-12-15 05:57:00,3240,3240,3240.1,3240,5.25120713
2018-12-15 05:58:00,3240,3240,3240.1,3240,4.36085113
2018-12-15 05:59:00,3240.1,3240,3240.1,3240,0.85587709
2018-12-15 06:00:00,3240,3243.2,3243.2,3240,3.79005326
2018-12-15 06:01:00,3242.6,3240.6,3244.5,3240,8.50046282
2018-12-15 06:02:00,3242.1,3242.9,3242.9,3242.1,0.03703954
2018-12-15 06:03:00,3242.9,3244,3245,3242.9,6.89259204
2018-12-15 06:04:00,3243.6,3247.5,3247.5,3243.6,23.74317314
2018-12-15 06:05:00,3247.5,3245.9,3247.5,3245.9,7.92101215
2018-12-15 06:06:00,3245.9,3244.1,3246,3244,1.61304751
2018-12-15 06:07:00,3244.1,3244.68596754,3244.68596754,3244.1,0.83782235
2018-12-15 06:08:00,3244.4,3245.8,3245.9,3244.4,4.07998841
2018-12-15 06:09:00,3245.8,3246,3246,3245.5,2.37232322
2018-12-15 06:10:00,3246,3248.2,3249,3246,18.62097257
