MTS,OPEN,CLOSE,HIGH,LOW,VOLUME
2018-12-14 00:00:00,3357.7,3359.5,3360,3357.7,15.39192932
2018-12-14 00:01:00,3359.6,3360,3360,3359.6,3.66301622
2018-12-14 00:02:00,3359.93462205,3360,3360,3359.9,10.7735343
2018-12-14 00:03:00,3360,3360.9,3360.9,3360,11.60162692
2018-12-14 00:04:00,3361,3361,3361,3360.9,5.01199665
2018-12-14 00:05:00,3360.9,3361,3361,3360.9,5.004
2018-12-14 00:06:00,3360.98949329,3361.3,3361.3,3360.98949329,0.041963
2018-12-14 00:07:00,3361.3,3361.21664857,3361.3,3361.21664857,0.18184371
2018-12-14 00:08:00,3361.3,3362.8,3363.7,3361.3,6.573586
2018-12-14 00:09:00,3362.8,3362.7,3362.8,3362.7,0.41099069
2018-12-14 00:10:00,3362.7,3362.7,3362.8,3362.7,2.14826163
2018-12-14 00:11:00,3362.7,3362.7,3362.8,3362.4,9.69884765
2018-12-14 00:12:00,3362.6,3362.3,3363,3362,8.23146316
2018-12-14 00:13:00,3362.9,3362.5,3363,3361.8,2.166038
2018-12-14 00:14:00,3361.9,3360.8,3363,3353.1,88.35691071
2018-12-14 00:15:00,3360.8,3367.4,3370.1,3360.8,60.19188973
2018-12-14 00:16:00,3366.0960142,3366.0960142,3366.1,3366,5.81175726
2018-12-14 00:17:00,3366.0960142,3366,3366.1,3366,4.46130538
2018-12-14 00:18:00,3366.1,3366.1,3366.1,3366.1,2.72567236
2018-12-14 00:19:00,3366.0960142,3366.1,3366.1,3366.0960142,3.66566998
2018-12-14 00:20:00,3366,3366,3366,3366,1.275179
2018-12-14 00:21:00,3366,3365.9,3366.1,3364.6,3.22636191
2018-12-14 00:22:00,3365.9,3364.6,3365.9,3364.6,0.46934117
2018-12-14 00:23:00,3364.7,3364.7,3364.7,3364.7,2.23663143
2018-12-14 00:24:00,3364.7,3379.8,3379.8,3364.7,178.55084241
2018-12-14 00:25:00,3379.5,3373.2,3387,3373.2,176.32048321
2018-12-14 00:26:00,3375.1,3374.6,3376.2,3373.3,2.7030799
2018-12-14 00:27:00,3373.4,3373.20437505,3373.7158851,3373.2,3.19697639
2018-12-14 00:28:00,3373.2,3372.4,3373.2,3372.4,5.35481774
2018-12-14 00:29:00,3372.4,3371.8,3383.8,3371.8,76.57602037
2018-12-14 00:30:00,3372,3372,3372.3,3371.8,3.34603359
2018-12-14 00:31:00,3371.8,3371.8,3371.9,3371.8,8.73966686
2018-12-14 00:32:00,3371.8,3371,3371.84384626,3371,24.47596021
2018-12-14 00:33:00,3370.0180833,3370,3370.1,3370,3.12339202
2018-12-14 00:34:00,3370,3369.2,3370,3369.2,5.34253108
2018-12-14 00:35:00,3369.2,3369.3,3369.3,3369.2,7.39551391
2018-12-14 00:36:00,3369.2,3369.3,3369.3,3369.2,0.33257065
2018-12-14 00:37:00,3369.2,3369.1,3369.3,3369.1,1.70162016
2018-12-14 00:38:00,3369.1,3368,3369.1,3368,0.90965158
2018-12-14 00:39:00,3368.01326457,3369,3370,3367,16.45127658
2018-12-14 00:40:00,3368.6,3367.5,3369,3367.5,12.42539239
2018-12-14 00:41:00,3368,3368,3368,3368,2.07088
2018-12-14 00:42:00,3368,3368,3368.2,3368,3.85717928
2018-12-14 00:43:00,3368.01326457,3367.1,3370,3367.1,9.98140267
2018-12-14 00:44:00,3367.5,3367,3367.5,3367,0.4651868
2018-12-14 00:45:00,3367,3363.5,3367,3362,21.89278196
2018-12-14 00:46:00,3362.3,3361.04984441,3362.3,3360.14481584,3.39063129
2018-12-14 00:47:00,3361,3362.1,3362.1,3361,5.29719644
2018-12-14 00:48:00,3362.2,3364.1,3364.9,3362.1,18.60288964
2018-12-14 00:49:00,3364.1,3364.4,3366.3,3364.1,17.74880562
2018-12-14 00:50:00,3364.5,3364,3366,3364,14.18064665
2018-12-14 00:51:00,3364,3359.57917299,3364,3359.57917299,13.5141542
2018-12-14 00:52:00,3359.6,3353.2,3359.6,3352.8,19.80162973
2018-12-14 00:53:00,3353.2,3353.2,3354,3350.1,41.50040292
2018-12-14 00:54:00,3353.6,3353.7,3353.7,3353.6,1.59170657
2018-12-14 00:55:00,3353.6,3353.7,3353.7,3353.6,2.90347564
2018-12-14 00:56:00,3353.6,3352,3353.6,3352,4.72003734
2018-12-14 00:57:00,3352,3351.81198622,3352,3350.2,9.41760261
2018-12-14 00:58:00,3351.8,3353.3,3353.9,3351.8,5.25045155
2018-12-14 00:59:00,3353.2,3353.2,3353.2,3352.2,5.00478837
2018-12-14 01:00:00,3353.2,3353.6,3353.6,3353.2,1.65376796
2018-12-14 01:01:00,3353.7,3353.1,3353.7,3353.1,6.08118834
2018-12-14 01:02:00,3353.1,3353.1,3353.2,3353.1,2.68209891
2018-12-14 01:03:00,3353.2,3352,3353.2,3352,33.56445378
2018-12-14 01:04:00,3352,3350,3352,3350,22.29746965
2018-12-14 01:05:00,3350,3342.6,3350.1,3341,15.49229168
2018-12-14 01:06:00,3342.6,3346,3346,3342.6,8.85285916
2018-12-14 01:07:00,3347,3347.2,3348.2,3346,1.05904561
2018-12-14 01:08:00,3347.2,3349.9,3350,3347.2,94.62591473
2018-12-14 01:09:00,3349.9,3349.9,3350,3349.9,5.34857484
2018-12-14 01:10:00,3349.9,3349.9,3349.9,3349.9,2.38171499
2018-12-14 01:11:00,3350,3351.4,3351.4,3350,16.9670588
2018-12-14 01:12:00,3351.8,3353.9,3354,3351.8,6.41674791
2018-12-14 01:13:00,3353.90677871,3353.90677871,3354,3353.9,5.26576439
2018-12-14 01:14:00,3353.9,3353.90677871,3353.90677871,3352.09977772,11.7469328
2018-12-14 01:15:00,3353.6,3353.9,3353.9,3353.6,2.46473203
